ID,DATE,AMOUNT,ACCOUNT_ID
44868,01/17,38.57,15
44869,02/17,-23.54,2
44870,05/10,52.12,14
44871,04/07,-57.18,7
44872,04/04,11.85,14
44873,03/08,68.44,11
44874,12/21,-12.76,20
44875,03/05,16.38,13
44876,04/18,-8.13,11
44877,06/14,-61.71,5
44878,11/03,-44.4,15
44879,03/26,-40.05,15
44880,01/01,33.78,9
44881,02/16,75.43,13
44882,03/24,45.95,18
44883,03/27,5.94,2
44884,09/10,71.73,17
44885,04/01,5.1,9
44886,06/16,90.31,19
44887,03/16,-13.08,17
44888,11/06,27.34,4
44889,09/02,-82.62,2
44890,09/04,7.89,2
44891,08/19,-74.65,2
44892,07/25,-17.77,13
44893,12/03,-74.15,15
44894,10/03,-61.49,1
44895,05/23,24.01,9
44896,02/23,58.57,6
44897,11/10,-23.58,17
44898,10/14,-31.32,14
44899,06/21,15.32,1
44900,09/13,37.59,20
44901,01/04,-27.44,7
44902,01/24,4.99,18
44903,06/19,-79.78,5
44904,12/24,-21.54,9
44905,09/05,-29.85,5
44906,07/16,-51.55,8
44907,12/30,89.59,17
44908,07/11,-49.94,5
44909,10/25,46.18,2
44910,06/01,-30.29,2
44911,06/30,99.66,12
44912,03/02,-28.74,14
44913,09/05,85.55,8
44914,12/18,2.5,1
44915,09/21,-35.5,16
44916,11/08,-17.6,7
44917,04/12,-6.83,18
44918,11/06,-54.99,8
44919,01/06,-2.27,15
44920,02/04,33.72,4
44921,01/01,2.82,11
44922,01/14,-69.36,9
44923,11/21,66.32,19
44924,12/22,-98.78,5
44925,03/12,-50.97,19
44926,04/09,-63.61,2
44927,08/09,-2.97,5
44928,10/21,60.18,4
44929,03/01,-35.12,2
44930,08/21,-63.02,3
44931,07/11,4.26,19
44932,07/12,10.57,19
44933,12/02,-58.27,12
44934,08/07,-88.59,3
44935,01/15,-17.59,19
44936,06/16,-79.59,17
44937,08/20,-85.08,2
44938,11/10,4.63,5
44939,11/27,-40.25,17
44940,02/24,56.44,15
44941,12/02,-32.72,7
44942,02/22,39.18,20
44943,06/14,42.54,16
44944,04/03,-55.78,8
44945,10/11,-85.91,12
44946,11/21,-52.61,8
44947,10/15,82.8,15
44948,08/05,38.79,16
44949,01/13,54.83,8
44950,02/28,-10.17,15
44951,03/25,-83.51,6
44952,01/28,-73.29,19
44953,05/31,-41.53,13
44954,11/15,-79.61,2
44955,01/11,-69.35,3
44956,05/28,-56.29,8
44957,09/30,80.45,10
44958,03/27,10.7,12
44959,03/14,-5.49,5
44960,04/05,78.2,14
44961,10/18,-98.62,2
44962,07/28,-82.14,4
44963,09/14,37.46,12
44964,12/10,59.73,16
44965,08/09,18.77,3
44966,02/21,69.6,16
44967,09/28,-7.76,10
44968,12/06,18.41,6
44969,03/15,93.13,2
44970,11/15,40.19,10
44971,10/01,57.14,15
44972,09/10,-12.77,13
44973,12/15,79.63,8
44974,03/20,-95.63,11
44975,11/14,-91.14,12
44976,05/18,82.37,15
44977,09/22,-82.33,5
44978,01/10,-40.54,3
44979,10/08,-48.39,14
44980,06/19,88.35,18
44981,04/19,62.81,15
44982,01/14,27.86,1
44983,05/05,65.38,4
44984,06/10,-86.73,17
44985,10/28,-86.7,11
44986,02/01,-6.9,14
44987,07/05,23.38,6
44988,09/09,51.19,13
44989,10/11,97.13,3
44990,05/25,-15.99,15
44991,11/04,72.09,5
44992,11/30,-18.34,8
44993,11/18,15.47,3
44994,12/22,-74.66,17
44995,07/22,86.34,17
44996,06/09,-83.29,17
44997,04/04,-82.2,17
44998,01/11,66.69,18
44999,10/04,-30.08,13
45000,07/14,35.44,8
45001,02/16,-98.7,14
45002,12/20,40.63,19
45003,03/12,-29.6,5
45004,10/23,-59.86,15
45005,06/01,87.34,1
45006,11/09,-74.13,2
45007,01/15,-30.05,20
45008,11/01,-78.08,9
45009,03/07,69.94,2
45010,12/17,69.32,7
45011,11/24,-33.37,13
45012,08/19,96.02,18
45013,05/03,-3.42,17
45014,10/16,93.09,10
45015,10/28,-21.77,4
45016,03/14,29.93,2
45017,08/13,-61.95,8
45018,10/13,-68.43,18
45019,04/21,-70.89,2
45020,06/13,-12.8,18
45021,05/14,-87.81,8
45022,03/22,-48.69,10
45023,05/03,-87.67,15
45024,05/17,22.08,10
45025,12/24,-45.59,1
45026,07/26,26.36,8
45027,06/11,81.65,15
45028,08/23,-34.27,9
45029,02/24,-31.42,14
45030,02/19,57.31,9
45031,03/09,50.26,10
45032,09/11,-26.75,17
45033,03/14,-86.39,19
45034,02/16,-18.01,9
45035,04/09,-43.25,12
45036,05/09,84.75,2
45037,05/13,-56.64,5
45038,09/01,88.61,18
45039,08/24,55.26,6
45040,08/23,-13.74,10
45041,09/12,-5.03,10
45042,04/09,-74.78,1
45043,05/04,10.11,19
45044,10/01,-27.76,15
45045,02/26,-53.17,18
45046,10/10,-20.76,2
45047,03/14,1.29,15
45048,12/26,46.57,19
45049,05/06,57.83,11
45050,06/23,88.63,9
45051,03/17,-4.84,10
45052,06/22,40.04,5
45053,03/11,47.66,4
45054,12/21,-70.55,3
45055,02/23,-88.86,17
45056,09/10,28.6,9
45057,02/19,77.58,5
45058,05/27,-95.25,9
45059,06/23,86.57,7
45060,05/09,-44.47,17
45061,05/31,0.76,5
45062,04/03,-81.89,19
45063,05/10,-30.01,11
45064,05/25,-97.12,20
45065,02/24,73.77,20
45066,11/05,15.6,17
45067,07/15,-52.44,17
45068,10/01,-6.92,9
45069,11/16,-45.63,14
45070,10/27,98.41,7
45071,12/01,58.05,17
45072,03/08,-59.31,11
45073,02/16,94.57,19
45074,07/16,32.33,19
45075,10/21,32.11,17
45076,10/07,14.12,15
45077,12/16,65.99,10
45078,09/27,21.58,10
45079,07/02,30.05,4
45080,08/29,-22.04,18
45081,08/03,-39.03,9
45082,03/26,-57.14,16
45083,06/05,-58.52,8
45084,02/05,82.01,11
45085,03/19,54.73,11
45086,01/31,56.78,17
45087,09/17,-63.14,12
45088,12/16,89.96,15
45089,11/23,75.46,7
45090,03/08,-0.1,18
45091,05/23,-29.38,18
45092,12/10,-12.06,1
45093,11/20,-21.42,10
45094,12/03,78.41,10
45095,03/27,-98.83,6
45096,11/09,-4.42,9
45097,05/11,93.25,5
45098,06/13,75.11,2
45099,01/22,54.97,2
45100,12/07,-34.46,7
45101,01/11,-64.33,2
45102,10/23,66.74,5
45103,04/09,83.72,11
45104,08/03,-74.66,19
45105,03/31,16.42,17
45106,10/17,-63.55,3
45107,01/01,-32.84,13
45108,02/13,98.88,1
45109,09/22,25.07,17
45110,03/01,-23.76,10
45111,07/16,-39.89,11
45112,04/13,17.64,4
45113,08/08,27.93,14
45114,03/04,18.43,19
45115,05/04,-14.44,5
45116,06/29,-74.28,14
45117,02/05,5.69,3
45118,09/11,-13.42,16
45119,07/17,-21.32,10
45120,07/08,-99.14,2
45121,04/06,46.98,11
45122,08/29,-3.75,8
45123,06/05,87.73,10
45124,12/10,-93.08,14
45125,09/12,-42.19,18
45126,04/30,11.37,11
45127,08/08,-64.25,9
45128,06/18,-1.21,1
45129,05/04,-20.81,9
45130,05/24,99.26,14
45131,12/31,-13.17,14
45132,05/03,60.5,1
45133,02/03,86.09,9
45134,08/01,-56.05,15
45135,03/14,-91.08,20
45136,04/08,70.24,2
45137,05/23,27.78,16
45138,01/29,17.58,12
45139,07/16,-66.52,8
45140,06/30,-24.53,4
45141,08/18,10.82,20
45142,11/01,-79.14,15
45143,09/12,-82.69,5
45144,03/01,-55.09,16
45145,07/09,-46.64,9
45146,08/25,31.81,2
45147,09/05,49.91,12
45148,01/13,15.13,1
45149,11/09,33.41,13
45150,01/18,-59.28,19
45151,05/26,65.53,14
45152,09/16,56.04,20
45153,03/20,-75.79,3
45154,01/05,-66.72,10
45155,01/20,89.13,15
45156,11/27,-31.55,5
45157,08/18,-81.16,12
45158,10/31,-7.17,11
45159,06/08,-48.73,13
45160,11/23,70.6,19
45161,12/26,-88.9,16
45162,07/08,-86.31,11
45163,01/29,-96.27,17
45164,08/25,95.21,1
45165,07/10,56.21,16
45166,07/28,77.83,13
45167,01/26,96.5,13
45168,09/21,-80.21,8
45169,04/09,-60.9,11
45170,02/04,-3.8,1
45171,04/04,25.74,16
45172,10/09,20.83,14
45173,10/27,-4.35,11
45174,08/07,-95.52,15
45175,11/04,-82.32,8
45176,07/19,27.19,13
45177,07/30,-11.84,7
45178,02/21,58.87,6
45179,08/11,-54.87,2
45180,11/28,-82.5,7
45181,01/24,-65.33,14
45182,04/29,88.92,8
45183,09/18,89.86,20
45184,08/05,-72.12,19
45185,12/03,82.36,19
45186,01/29,28.13,4
45187,01/11,-39.07,10
45188,01/13,-62.87,15
45189,02/23,58.37,17
45190,12/19,74.66,18
45191,12/21,-27.75,13
45192,12/28,9.4,18
45193,10/21,51.92,19
45194,01/16,28.45,3
45195,09/30,-58.1,13
45196,12/01,45.15,3
45197,11/23,-65.54,2
45198,04/01,21.63,19
45199,10/03,-83.48,18
45200,07/25,-77.73,12
45201,03/05,-58.36,9
45202,09/25,30.16,3
45203,11/05,25.09,12
45204,01/05,-84.78,15
45205,12/26,-2.07,18
45206,12/03,20.06,20
45207,10/13,86.59,8
45208,02/16,-71.2,13
45209,03/19,14.31,5
45210,08/19,51.53,2
45211,04/07,-39.12,10
45212,07/05,65.72,19
45213,01/07,59.57,3
45214,09/04,76.13,15
45215,11/20,66.37,17
45216,05/29,43.33,10
45217,09/14,-94.2,3
45218,07/15,-56.27,20
45219,08/18,49.57,10
45220,12/03,11.19,11
45221,12/25,-48.33,7
45222,09/17,40.86,16
45223,12/29,50.48,19
45224,06/16,-68.33,16
45225,11/23,-17.39,6
45226,05/24,-35.95,11
45227,08/19,-94.65,20
45228,07/25,-66.92,15
45229,11/10,23.03,1
45230,10/12,-28.96,12
45231,09/02,5.53,12
45232,08/22,69.13,1
45233,12/20,27.91,4
45234,10/24,32.51,10
45235,05/26,4.0,14
45236,01/19,-46.21,14
45237,02/21,43.02,3
45238,04/04,-9.06,5
45239,05/19,-36.01,13
45240,03/26,-14.65,11
45241,05/02,-3.63,7
45242,09/29,-23.03,16
45243,08/18,88.77,8
45244,12/03,67.99,2
45245,03/10,76.69,6
45246,02/19,-87.9,5
45247,09/12,-80.87,1
45248,09/24,19.46,18
45249,12/06,73.75,5
45250,12/07,-68.59,4
45251,04/09,27.77,10
45252,07/28,-34.34,13
45253,06/26,41.91,4
45254,03/26,-5.75,20
45255,06/19,9.43,4
45256,01/16,67.22,11
45257,03/15,52.89,20
45258,03/19,-33.61,4
45259,04/23,49.53,6
45260,10/08,9.21,17
45261,12/01,-94.37,19
45262,04/13,-57.0,2
45263,08/03,-7.71,19
45264,05/26,74.09,9
45265,11/01,61.12,19
45266,10/03,-5.82,6
45267,06/22,-35.73,13
45268,03/01,-59.42,7
45269,04/05,79.99,12
45270,04/15,3.87,13
45271,06/24,16.65,8
45272,03/18,37.44,3
45273,05/24,-1.89,1
45274,07/08,45.03,19
45275,11/22,-44.84,19
45276,02/09,27.78,20
45277,01/08,35.57,7
45278,12/09,-95.04,8
45279,12/06,-94.34,5
45280,03/29,-10.25,10
45281,05/30,-65.67,12
45282,10/05,-65.15,15
45283,10/12,25.44,7
45284,03/12,-76.53,16
45285,04/10,-70.97,9
45286,09/29,26.99,2
45287,07/06,-19.89,20
45288,05/19,76.18,8
45289,06/27,77.68,8
45290,06/10,26.91,12
45291,02/06,51.84,6
45292,02/10,-89.6,1
45293,03/15,49.1,11
45294,10/09,-93.18,16
45295,06/30,67.05,9
45296,01/17,-91.63,1
45297,12/25,-68.99,17
45298,03/25,-39.94,18
45299,06/01,40.84,5
45300,12/01,-14.68,16
45301,11/10,52.25,13
45302,12/31,-32.46,11
45303,07/06,81.01,14
45304,01/10,16.46,11
45305,01/27,-44.45,16
45306,02/02,-20.59,10
45307,01/21,89.03,15
45308,01/13,-34.56,12
45309,12/19,-12.52,1
45310,05/06,87.65,14
45311,06/19,-31.11,12
45312,12/10,66.15,15
45313,02/26,57.25,8
45314,09/17,-62.6,2
45315,07/27,54.13,3
45316,05/29,-97.58,14
45317,10/01,-65.37,14
45318,05/18,-82.36,2
45319,11/15,65.31,4
45320,11/04,77.2,13
45321,04/12,-48.75,10
45322,09/10,-2.4,20
45323,06/19,60.38,4
45324,03/05,-60.84,19
45325,03/28,-28.07,16
45326,11/18,33.34,9
45327,09/15,-11.49,11
45328,02/15,70.44,13
45329,07/18,41.64,11
45330,02/06,-90.95,5
45331,09/23,34.9,5
45332,10/22,-18.92,16
45333,05/27,26.95,6
45334,07/18,84.83,13
45335,08/21,0.93,6
45336,03/09,68.87,19
45337,02/10,-32.25,4
45338,02/11,32.99,1
45339,10/16,-80.17,2
45340,03/26,82.0,1
45341,02/09,23.02,11
45342,02/23,83.73,19
45343,02/07,15.09,12
45344,09/24,3.58,5
45345,02/27,-31.08,2
45346,04/11,-12.71,13
45347,08/16,55.97,5
45348,04/15,37.71,17
45349,12/25,-29.75,13
45350,10/29,6.36,8
45351,08/29,-97.07,2
45352,05/22,-7.58,2
45353,04/28,-37.19,4
45354,01/10,-9.79,6
45355,11/15,-50.53,16
45356,06/05,-58.0,12
45357,02/13,-15.99,2
45358,06/15,-10.01,5
45359,11/10,-21.88,18
45360,02/18,70.94,20
45361,08/09,40.71,13
45362,05/04,-64.53,3
45363,06/15,-66.49,2
45364,05/03,54.57,13
45365,04/10,-71.85,6
45366,12/19,43.22,19
45367,06/06,-92.14,2
45368,02/14,-4.9,11
45369,02/10,12.0,2
45370,11/03,51.72,5
45371,05/30,91.8,19
45372,06/12,76.29,19
45373,03/07,7.33,12
45374,05/06,-36.68,12
45375,01/14,24.73,12
45376,02/27,8.93,4
45377,07/01,-90.44,14
45378,03/21,-23.64,14
45379,10/26,-76.79,11
45380,02/22,-58.38,19
45381,12/19,67.54,14
45382,11/07,79.92,12
45383,01/17,46.31,4
45384,10/01,-54.28,16
45385,03/16,76.55,5
45386,06/28,-28.52,19
45387,12/20,45.81,17
45388,05/28,-77.48,20
45389,08/06,28.8,7
45390,02/25,32.57,13
45391,05/15,-41.84,4
45392,03/19,-78.43,8
45393,05/20,60.08,1
45394,09/13,-2.62,9
45395,06/27,4.58,14
45396,11/03,-16.18,10
45397,07/22,15.56,18
45398,12/20,35.25,10
45399,09/21,48.9,11
45400,11/29,81.52,5
45401,08/08,-41.41,12
45402,03/22,-90.64,20
45403,09/08,-88.58,7
45404,04/03,-96.5,8
45405,05/12,-81.66,13
45406,08/28,-8.16,19
45407,12/08,-57.28,13
45408,11/29,42.8,13
45409,03/10,-95.35,10
45410,03/18,-8.81,6
45411,10/05,32.69,18
45412,06/16,82.47,7
45413,11/21,-50.88,3
45414,04/17,38.8,7
45415,05/25,8.0,4
45416,08/07,79.91,4
45417,07/04,47.32,15
45418,04/28,-73.97,9
45419,08/12,-10.74,8
45420,02/19,-62.88,18
45421,09/17,69.21,10
45422,12/04,-77.91,6
45423,05/12,-98.5,6
45424,07/18,11.84,15
45425,03/21,89.51,9
45426,08/01,-86.21,16
45427,05/30,-2.61,10
45428,06/02,35.73,2
45429,11/01,34.48,10
45430,12/28,13.21,3
45431,03/11,-34.19,11
45432,07/16,25.04,7
45433,04/20,-29.37,14
45434,04/25,-31.98,12
45435,12/12,-52.64,1
45436,06/17,-35.47,11
45437,04/24,82.61,7
45438,02/26,82.72,20
45439,08/11,-88.38,3
45440,09/15,-24.31,12
45441,03/13,-15.61,12
45442,07/12,60.6,19
45443,11/26,-84.7,10
45444,04/22,2.35,8
45445,09/20,2.14,18
45446,02/12,32.8,19
45447,02/12,-78.7,15
45448,09/21,30.93,19
45449,08/18,-89.24,15
45450,06/07,29.51,14
45451,08/29,40.95,10
45452,12/08,93.85,18
45453,09/05,19.85,20
45454,05/14,-81.46,6
45455,02/12,7.0,14
45456,01/03,-62.53,3
45457,09/01,-2.1,2
45458,09/27,-47.44,6
45459,05/26,3.94,19
45460,01/10,-91.09,7
45461,11/04,-30.0,1
45462,10/29,83.83,17
45463,04/07,50.4,14
45464,07/24,-46.39,17
45465,03/26,88.35,11
45466,08/03,-49.48,19
45467,03/26,53.31,19
45468,07/11,-65.6,1
45469,06/08,-28.77,14
45470,06/08,61.99,18
45471,02/08,76.23,11
45472,10/24,16.46,18
45473,10/30,-88.61,4
45474,06/21,52.32,9
45475,09/04,83.12,3
45476,07/08,-50.94,6
45477,01/08,-58.25,5
45478,02/06,38.6,14
45479,01/17,-28.96,11
45480,08/27,69.59,3
45481,12/28,-50.36,10
45482,02/27,5.5,5
45483,07/02,-20.41,6
45484,09/16,-99.25,7
45485,08/19,18.85,7
45486,03/12,-48.34,5
45487,02/23,78.28,8
45488,10/22,-46.89,1
45489,08/30,-17.7,16
45490,12/09,-85.62,13
45491,04/29,69.79,3
45492,07/07,45.22,12
45493,09/25,-69.28,2
45494,09/03,-29.79,17
45495,03/14,95.04,18
45496,04/24,-68.99,19
45497,08/30,34.9,6
45498,09/12,-58.37,2
45499,06/22,-4.23,6
45500,12/15,-98.88,4
45501,07/11,-61.56,8
45502,02/17,-62.16,14
45503,03/16,39.67,15
45504,03/04,-25.23,6
45505,05/11,14.45,8
45506,09/21,-61.78,12
45507,01/12,97.63,17
45508,12/07,62.9,17
45509,01/18,-10.81,15
45510,09/06,-73.55,19
45511,12/28,-30.26,17
45512,08/01,93.44,20
45513,09/04,94.46,1
45514,05/14,60.4,11
45515,12/14,-0.97,15
45516,05/23,-5.53,3
45517,06/11,77.87,18
45518,02/24,-21.81,17
45519,08/26,81.46,15
45520,08/04,62.9,6
45521,10/25,-98.19,19
45522,02/01,52.29,14
45523,03/06,13.76,19
45524,01/26,7.69,17
45525,10/06,30.29,3
45526,11/10,22.5,3
45527,03/11,-43.98,7
45528,06/22,25.06,19
45529,10/25,-88.11,18
45530,01/26,-53.61,18
45531,07/10,-23.47,14
45532,03/06,-50.58,10
45533,08/10,-83.16,14
45534,08/16,-30.3,7
45535,03/20,47.68,19
45536,08/20,16.83,15
45537,03/13,-21.7,6
45538,07/25,-30.82,13
45539,03/09,-23.71,7
45540,06/11,10.94,14
45541,05/05,92.37,10
45542,01/06,28.39,18
45543,11/12,-27.51,4
45544,01/22,-24.36,18
45545,11/26,66.86,11
45546,08/07,-20.88,19
45547,12/03,-85.06,18
45548,12/01,68.59,19
45549,12/01,-68.02,6
45550,04/29,-40.69,20
45551,07/14,-96.4,8
45552,06/26,-59.13,3
45553,11/07,-95.19,19
45554,04/15,11.38,17
45555,03/19,-28.02,20
45556,07/21,94.13,5
45557,05/07,81.78,5
45558,04/19,-84.04,3
45559,11/15,-6.82,8
45560,09/01,-6.56,11
45561,04/12,-75.04,18
45562,06/20,73.05,16
45563,09/20,-62.61,16
45564,12/31,-2.62,3
45565,12/04,-48.6,16
45566,10/08,-40.24,8
45567,03/07,-95.79,10
45568,05/26,62.28,9
45569,02/28,-74.89,18
45570,08/29,-1.53,3
45571,04/17,2.67,13
45572,07/08,77.1,18
45573,10/30,32.41,1
45574,09/29,-49.21,11
45575,07/12,-69.05,18
45576,08/21,-44.11,11
45577,07/27,18.15,11
45578,12/25,-9.03,5
45579,05/12,-50.6,10
45580,01/16,31.52,5
45581,03/03,-60.88,2
45582,12/23,17.39,20
45583,06/26,-9.33,8
45584,05/17,71.96,20
45585,09/26,-26.4,20
45586,09/20,-33.74,20
45587,01/04,-48.3,5
45588,11/18,-55.0,6
45589,12/12,-45.34,4
45590,07/17,4.27,17
45591,04/18,-96.16,10
45592,09/18,22.97,11
45593,04/18,-41.22,13
45594,08/03,-75.84,5
45595,09/14,76.37,13
45596,05/12,-94.36,8
45597,02/21,-71.9,17
45598,07/21,-61.93,1
45599,03/29,64.77,10
45600,05/26,19.82,5
45601,12/02,23.95,14
45602,02/08,32.03,8
45603,02/03,24.14,11
45604,08/03,-59.26,10
45605,07/25,-82.96,20
45606,04/01,5.82,1
45607,09/28,29.3,4
45608,12/29,-60.61,8
45609,03/10,83.81,2
45610,09/12,99.56,11
45611,12/10,-51.09,14
45612,04/29,-6.42,5
45613,07/11,78.78,2
45614,07/23,-8.73,2
45615,11/27,57.86,8
45616,01/11,-98.95,1
45617,05/26,-17.59,16
45618,11/04,48.02,19
45619,09/30,94.52,19
45620,11/20,79.74,8
45621,12/08,4.62,5
45622,06/18,-77.84,5
45623,08/16,82.57,4
45624,07/18,-27.06,16
45625,09/28,-96.65,10
45626,03/05,-35.08,7
45627,02/17,62.83,3
45628,11/12,99.67,11
45629,04/29,99.35,7
45630,10/26,-29.92,1
45631,08/10,33.91,13
45632,02/25,-46.64,20
45633,05/11,-66.51,9
45634,05/22,28.76,2
45635,04/04,-29.08,11
45636,12/18,-42.37,8
45637,12/22,21.39,18
45638,09/05,53.98,16
45639,12/12,15.41,1
45640,04/05,-34.04,11
45641,05/06,-19.86,6
45642,11/01,51.87,12
45643,03/27,-68.97,18
45644,01/12,-68.96,11
45645,11/16,-3.75,11
45646,02/14,1.32,12
45647,02/01,-73.69,4
45648,03/09,62.2,10
45649,04/16,-23.59,16
45650,09/15,99.17,12
45651,07/01,84.18,7
45652,05/22,-11.59,20
45653,08/15,90.97,20
45654,06/21,-51.98,3
45655,12/26,-98.67,12
45656,10/29,-11.84,2
45657,09/29,-21.23,14
45658,01/24,38.48,10
45659,11/14,43.31,4
45660,10/28,-72.03,15
45661,05/23,94.52,4
45662,05/04,24.59,10
45663,12/20,50.76,8
45664,10/05,65.01,2
45665,06/28,67.05,18
45666,03/07,-18.64,19
45667,09/17,43.86,12
45668,11/04,-41.78,19
45669,06/04,-88.68,18
45670,05/07,11.25,6
45671,04/06,-63.26,4
45672,02/21,3.46,13
45673,10/18,-59.53,7
45674,01/14,39.12,4
45675,09/13,1.43,8
45676,07/01,-82.48,4
45677,10/13,-92.02,12
45678,10/12,-28.51,3
45679,11/12,53.19,3
45680,12/14,-86.35,6
45681,12/14,-14.41,11
45682,01/22,-7.87,7
45683,05/28,14.48,4
45684,02/01,-46.12,4
45685,02/07,-60.46,9
45686,07/12,47.41,20
45687,01/11,84.44,12
45688,01/10,20.04,8
45689,10/23,-48.58,12
45690,12/02,-31.12,17
45691,07/23,70.57,8
45692,05/10,-62.31,13
45693,04/01,99.83,9
45694,09/22,85.53,2
45695,09/21,-30.85,6
45696,01/03,-14.72,13
45697,04/02,-44.29,16
45698,07/24,-7.95,20
45699,10/10,81.48,5
45700,10/25,-6.61,14
45701,02/28,-23.62,7
45702,10/07,-76.82,4
45703,03/26,75.01,10
45704,06/21,-70.96,16
45705,10/05,49.36,5
45706,12/02,-91.09,15
45707,05/04,36.37,7
45708,10/02,88.45,6
45709,10/09,-33.94,11
45710,06/25,14.98,7
45711,07/18,90.0,11
45712,10/08,19.22,4
45713,07/26,-36.01,6
45714,09/05,28.51,7
45715,06/16,47.21,16
45716,11/24,-19.2,19
45717,06/10,-45.23,5
45718,07/03,37.13,1
45719,10/14,32.21,18
45720,02/20,47.53,19
45721,01/22,22.56,19
45722,01/16,16.39,4
45723,10/02,-17.54,7
45724,11/07,62.18,10
45725,09/26,-1.88,4
45726,02/10,74.87,20
45727,04/09,-31.86,5
45728,06/03,95.91,12
45729,06/03,59.68,18
45730,08/07,-67.31,14
45731,03/10,89.21,7
45732,06/15,57.55,10
45733,11/05,-13.23,6
45734,10/20,0.21,6
45735,02/10,-42.56,15
45736,02/18,-61.97,11
45737,11/16,49.65,15
45738,08/31,-45.16,6
45739,09/27,87.63,5
45740,09/26,62.64,8
45741,09/04,34.12,10
45742,05/12,-40.12,2
45743,11/29,52.71,13
45744,08/24,-69.36,3
45745,04/12,-9.49,5
45746,03/05,-43.26,4
45747,09/27,-56.8,17
45748,10/30,-89.57,10
45749,11/23,-54.56,2
45750,11/04,-6.99,16
45751,08/25,-1.33,11
45752,08/01,4.06,18
45753,07/31,-20.28,14
45754,07/07,70.46,9
45755,12/12,-42.0,10
45756,03/17,77.64,11
45757,10/24,-98.17,4
45758,10/19,52.92,9
45759,01/15,-97.9,8
45760,05/27,-10.76,17
45761,12/29,81.71,11
45762,03/29,-22.0,12
45763,08/07,-12.05,9
45764,09/29,19.48,2
45765,12/31,-58.84,3
45766,05/04,-31.14,17
45767,04/02,12.99,4
45768,09/29,81.77,16
45769,09/09,47.44,2
45770,03/22,-27.77,11
45771,03/06,98.16,12
45772,09/20,76.82,2
45773,02/01,-26.34,17
45774,06/30,-47.09,9
45775,05/08,-93.02,1
45776,12/29,-44.3,5
45777,05/31,-22.87,9
45778,12/01,-16.33,16
45779,11/21,-33.48,12
45780,05/20,84.79,2
45781,03/28,-41.69,10
45782,11/02,-6.73,12
45783,11/13,16.56,8
45784,10/15,-87.8,8
45785,09/09,-91.34,17
45786,12/31,-22.25,20
45787,05/04,-70.23,1
45788,11/13,32.82,17
45789,05/25,38.65,3
45790,10/31,66.11,5
45791,08/18,-8.04,10
45792,04/10,36.25,17
45793,03/28,-58.68,18
45794,12/14,93.84,9
45795,07/26,-84.64,7
45796,11/13,-45.32,16
45797,07/07,-96.8,6
45798,07/13,-23.0,15
45799,05/21,0.14,14
45800,02/06,71.14,2
45801,10/13,-63.71,9
45802,08/24,-68.81,3
45803,10/11,-37.6,7
45804,12/11,40.43,7
45805,12/08,57.15,8
45806,03/09,-35.8,11
45807,08/16,11.82,12
45808,05/05,-72.76,19
45809,03/13,0.88,10
45810,05/27,-67.46,7
45811,09/13,95.81,11
45812,09/26,-77.86,2
45813,05/14,57.68,4
45814,12/09,27.95,18
45815,11/18,74.47,20
45816,05/05,99.33,4
45817,02/08,-70.25,8
45818,08/07,30.33,14
45819,01/19,-30.29,11
45820,09/29,-26.93,20
45821,03/21,-17.21,17
45822,05/19,49.51,7
45823,12/07,-46.27,20
45824,04/04,9.41,6
45825,11/16,-85.0,6
45826,04/05,-63.37,12
45827,06/20,73.54,6
45828,12/13,43.24,13
45829,05/20,-62.71,9
45830,10/02,-80.19,20
45831,03/19,-7.03,20
45832,11/12,42.1,12
45833,07/30,-27.76,7
45834,03/25,45.97,18
45835,05/16,-27.11,13
45836,05/15,60.13,12
45837,10/01,12.13,1
45838,06/17,-79.28,9
45839,12/02,93.67,4
45840,10/22,79.25,1
45841,06/01,-96.81,4
45842,02/27,87.19,2
45843,07/13,-33.1,5
45844,06/19,-5.59,15
45845,02/22,65.66,20
45846,11/29,13.48,13
45847,08/29,-61.83,2
45848,12/24,-15.22,10
45849,10/16,-46.15,9
45850,05/24,-96.45,8
45851,11/16,35.67,18
45852,07/27,98.51,12
45853,10/15,66.98,14
45854,12/20,59.98,8
45855,04/28,94.79,8
45856,09/26,-79.95,19
45857,06/27,-89.8,7
45858,02/28,25.44,17
45859,06/29,26.23,17
45860,12/23,29.16,18
45861,05/09,-85.52,14
45862,08/10,-21.57,20
45863,11/01,70.02,7
45864,02/20,87.2,5
45865,04/20,-99.81,11
45866,11/12,6.05,18
45867,06/14,-6.42,5
45868,09/08,38.32,1
45869,01/29,21.9,7
45870,05/12,-8.03,14
45871,06/21,-71.42,4
45872,10/06,-50.07,1
45873,05/03,-44.34,6
45874,10/19,20.73,9
45875,08/31,-66.57,7
45876,07/13,-33.12,3
45877,07/23,22.93,3
45878,11/09,-90.95,12
45879,10/31,-82.63,18
45880,09/15,27.0,16
45881,05/16,6.66,7
45882,04/05,-55.02,20
45883,07/03,-11.97,17
45884,02/26,-26.06,18
45885,03/15,79.31,6
45886,11/16,59.25,6
45887,02/08,57.12,2
45888,08/02,1.23,18
45889,02/13,72.3,7
45890,06/18,17.82,2
45891,04/29,-17.16,19
45892,04/05,78.24,19
45893,05/16,70.21,15
45894,03/02,-87.84,1
45895,11/07,-19.85,4
45896,06/09,-71.72,8
45897,04/05,35.83,10
45898,06/10,4.65,13
45899,10/02,16.61,14
45900,11/23,-53.8,14
